time,artist,song,album,album_label,album_year,note,url
7:40 AM,Dolly Parton,The Last Word in Lonesome is Me (feat. Alison Krauss),King of the Road: A Tribute to Roger Miller,BMG,2018,A wonderful pairing of vocal greats on a song by a master writer. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
7:43 AM,Miranda Lambert,That's What Makes the Jukebox Play,Palomino,Vanner Records/RCA Records Label Nashville,2022,Is she actually getting better and better? This record is fantastic!,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
7:47 AM,Peggy Lee,Amazing,Extra Special! (Remastered),Capitol Records,1967,She had such a way with a song. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
7:50 AM,Camila Cabello,Don't Go Yet,Familia,Epic,2022,An irresistible pop gem. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
7:53 AM,Calexico,Then You Might See,El Mirador,City Slang,2022,The umpteenth Calexico album turns out to be the one that really snares me. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
7:56 AM,Gabriel Kahane,Hot Pink Raingear,Magnificent Bird,Nonesuch,2022,New York singer-songwriter full of musical invention. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
8:01 AM,Fleetwood Mac,I'm So Afraid,Fleetwood Mac,Warner Records,1975,"A Lindsey Buckingham song from the band's breakthrough album, and one of the few songs from that period that hasn't been played a zillion times on the radio. ",https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
8:05 AM,Angus Tweed,When the Ashtray Fell Astray,What Once Is...,Rubberstamp Records,2022,Nice reunion record from a St. Louis band I never got to hear until now. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
8:10 AM,Nona Hendryx & Gary Lucas,Too Much Time,The World of Captain Beefheart,Knitting Factory,2017,Perhaps the finest tribute to Beefheart ever made. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
8:12 AM,The J. Geils Band,Cruisin' for a Love (Live),Full House (Live),Atlantic Records,1972,American rock'n'roll powerhouse. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
8:16 AM,Sticks Mcghee And His Buddies,Drinkin' Wine Spo-Dee-O-Dee,Drinkin' Wine Spo-De-O-Dee - Single,Rhino Atlantic,2004,He sang this many times and many ways. This is the way I remember it. From 1948. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
8:20 AM,J.B. Lenoir,Feelin' Good,Alabama Blues!,L+R Records,1979,A talented blues singer just on the cusp below the giants of the genre. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
8:23 AM,Dizzy Gillespie,Just One More Chance (03-25-52),Complete Jazz Series 1952,Complete Jazz Series,2009,Why not a delightful little record from Dizzy? ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
8:27 AM,Nat King Cole,"Just You, Just Me",After Midnight: The Complete Session,Capitol Records,1999,"One of the best, if not the best Nat King Cole records. ",https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
8:31 AM,Tami Nelson,Beyond the Stars (feat. Willie Nelson),single,Outside Music,2022,Two unrelated Nelsons get together and make beautiful music. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
8:34 AM,Camp Cope,One Wink at a Time,Running with the Hurricane,Run For Cover Records,2022,Fine young Australian band. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
8:39 AM,The Wilhelms,Five-Hundred Dollar Funeral,Contortionist Blues,Perdition Records,2018,"I hear the Wilhelms are working on a new record - in the meantime, let's revisit this tale of saving money. ",https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
8:43 AM,The Boxmasters,I Got a Girl,Help…I'm Alive,Keentone Records,2022,"Billy Bob Thornton and a guy who's not as famous J.D. Andrew, come up with some excellent songs once again. ",https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
8:47 AM,Eades,Voodoo Doll,Delusion Spree,Heist Or Hit Records,2022,I have to resist the urge to make a stupid joke about the bridge in their song. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
8:52 AM,Fred Wesley & The Horny Horns,Peace Fugue (feat. Maceo Parker),"A Blow for Me, a Toot to You (feat. Maceo Parker) [Bonus Track Version]",Rhino Atlantic,1977,A lesser known P-Funk side project. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
9:01 AM,Benny Carter,Laura,"Plays Pretty (Original Album Plus Bonus Tracks, 1954)",Jazz Classics,2012,Benny Carter with Oscar Peterson on piano take on one of the most beautiful tunes out there. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
9:09 AM,Dedicated Men of Zion,Up Above My Head,The Devil Don't Like It,Bible & Tire Recording Co.,2022,Terrific new gospel record out of North Carolina. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
9:12 AM,Rulie Garcia,Earthquake,California Soul - Funk & Soul from the Golden State 1967-1976,Ace Records,2016,Very obscure but cool single from 1971. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
9:14 AM,Fanfare Ciocarlia,Song for Noga,It Wasn't Hard to Love You,Asphalt Tango Records,2021,Extraordinary large band from Eastern Europe. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
9:17 AM,Molly Tuttle,Big Backyard (feat. Old Crow Medicine Show),Crooked Tree,Nonesuch,2022,Wonderful song from one of my fave records this year. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
9:22 AM,Darden Smith,Western Skies,Western Skies,Bull By The Horns,2021,"For something like 35 years, Darden Smith has been releasing very solid records of singer/songwriter Texas country. ",https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
9:26 AM,Jackie Greene,I Don't Care About My Baby,Sweet Somewhere Bound,Verve Forecast,2005,"I forget, but I think this was the first Greene record I heard. They're all good, but I do get them mixed up. ",https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
9:30 AM,The Watersons,Swarthfell Rocks,For Pence and Spicy Ale,Topic,2006,"There was never a blend of voices like those of Lal, Norma, and Mike. This is from their 1975 classic record which brought Martin Carthy into the mix. ",https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
9:36 AM,John Fahey,Sun Gonna Shine In My Back Door Someday Blues,The Legend of Blind Joe Death (Remastered),Fantasy Records,1996,"Fahey and the Watersons are not exactly the same kind of musicians, but they both played at Focal Point so I got to see them. ",https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
9:41 AM,Charley Crockett,Where Have All the Honest People Gone,Lil G.L. Presents: Jukebox Charley,Son of Davy,2022,He continues to improve his songwriting and singing with each of his many releases. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
9:44 AM,Doug Sahm,Philadelphia Lawyer,Image of Me,Demon S&C (CC),2012,Speaking of honest people. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
9:46 AM,The Del McCoury Band,The Misery You've Earned,Almost Proud,McCoury Music,2022,The bluegrass giant keeps making great records and I keep loving them. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
9:50 AM,The Washingtonians,Black and Tan Fantasy,"Early Ellington: The Complete Brunswick and Vocalion Recordings, 1926-1931",Verve Reissues,1994,One of the most perfect records I know. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
9:54 AM,James & Bobby Purify,Sixteen Tons,The Pure Sound of the Purifys,Arista/Legacy,1968,I only just discovered this - always more music out there I haven't heard. ,https://spinitron.com//KDHX/pl/15937032/Sound-Salvation
7:00 AM,Redd Kross,Monolith,Phaseshifter,Mercury,1993,This song is practically Cheap Trickish.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
7:04 AM,Pere Ubu,Louisiana Train Wreck,Story of My Life,imago,1993,"The last Pere Ubu record that really knocked me out, though I admit I missed at least a couple of the later ones.",https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
7:07 AM,Slade,OK Yesterday Was Yesterday,B-Sides,Salvo,2007,Cowbell!,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
7:12 AM,White Denim,Distant Relative Salute,Corsicana Lemonade,Downtown Music,2013,"I know nothing about these guys, but they can really play, and they have cool songs. Do I need to know anything else?",https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
7:16 AM,Jefferson Airplane,And I Like It,Jefferson Airplane Takes Off,RCA,1966,"It took me a long time to realize the early Airplane was great from the beginning. What a song, what a great Marty Balin vocal, what cool guitar playing!",https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
7:19 AM,The Monkees,As We Go Along,Head,Colgems,1968,This record has so many cool things going on in it. This is such a beautiful Carole King song.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
7:23 AM,Cheap Trick,Next Position Please,Next Position Please,Epic,1983,Some of those early 80s Cheap Trick records were better than I remember them. This song certainly holds up just fine.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
7:26 AM,Brendan Benson,I Don't Wanna See You Anymore,You Were Right,Dine Alone Music,2013,An old-fashioned Staxish soul song.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
7:31 AM,Elvis Costello,I Hope You're Happy Now,Goodbye Cruel World (disc 2),Rhino,2004,The demo version of this song was already pretty cool. It's a shame the Rhino reissues went out of print so fast.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
7:33 AM,Steve Dawson,Goodbye,I Will Miss the Trumpets and the Drums,Kernel Sound Recordings / Undertow,2009,"I love the Dolly Varden records, but this solo record by their frontman is just as good.",https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
7:37 AM,Lulu,"Love Loves to Love, Love",To Sir With Love: The Complete Mickie Most Recordings,EMI UK,2011,"Tough groove, tough vocal.",https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
7:39 AM,Van Morrison,Everyone,Moondance,Warner,1970,It's the harpsichord!,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
7:44 AM,Martha Wainwright,Jesus and Mary,I Know You're Married But I've Got Feelings Too,Drowned In Sound,2008,I still think this is her best record.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
7:48 AM,Neko Case,Afraid,"The Worse Things Get, The Harder I Fight, The Harder I Fight, The More I Love You",Anti,2013,Have someone else's will as your own. You are beautiful and you are alone.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
7:50 AM,The New Pornographers,All for Swinging You Around,Electric Version,Matador,2003,How can this be 11 years old already? Didn't I just see them on this tour recently?,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
7:54 AM,Chuck Berry,Brown Eyed Handsome Man,You Never Can Tell: His Complete Chess Recordings 1960 -1966,Hip-O Select,2009,"I don't know the history of this recording, but I like this version.",https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
8:00 AM,Buddy Guy,I Could Die Happy,Rhythm & Blues,RCA/Silvertone,2013,Love the combination of acoustic guitar picking and Buddy's salacious electric guitar.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
8:04 AM,Trombone Shorty,Fire and Brimstone,Say That To Say This,Verve,2013,That's a deep groove right there.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
8:08 AM,The Temptations,Shakey Ground,My Girl - The Very Best of the Temptations,Universal,2002,I don't think I was aware that Funkadelic guitarist Eddie Hazel was a co-writer of this hard funk masterpiece.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
8:12 AM,Sweet Honey In The Rock,In the Upper Room,Feel Something Drawing Me On,Flying Fish,1989,I was lucky enough to see this amazing group something like 14 times. Some of the greatest live music experiences of my life.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
8:18 AM,Lafayette Gilchrist,Towards the Shining Path,Towards the Shining Path,Hyena,2005,One of the most exciting jazz pianists I've heard in the last decade.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
8:21 AM,James Bell & the Turner Brothers,The Funky Buzzard,The Funky 16 Corners,Stones Throw,2001,The definitive album of rare and unknown funk gems.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
8:23 AM,Keith & Tex,Leaving On the Train,Hold Me Tight - Anthology 1965-1973,Trojan,2005,This comes from the excellent Lyn Taitt anthology of rock steady featuring that Jamaican guitarist who sounds so cool.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
8:29 AM,Ken Boothe,Live Good,Heartbeat Reggae 2000,Heartbeat,2000,Solid groove right here.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
8:31 AM,Booker T. and The MG's,Eleanor Rigby,McLemore Avenue,stax,1970,"One of my favorite Beatles covers. Well, heck, this whole album is like that.",https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
8:35 AM,The Beatles,Get Back,Past Masters Vol. 2,Capitol Records,1988,As if I can say anything about this one you don't already know.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
8:38 AM,Paul McCartney,Alligator,New,Hear Music,2013,I need a place where I can rest my weary bones and have a conversation not too deep.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
8:42 AM,The Everly Brothers,On the Wings of a Nightingale,Heartaches & Harmonies,Rhino,1994,This amazing song Paul McCartney wrote just for the Everlys to do when they reunited back in 1984.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
8:45 AM,Court Yard Hounds,Watch Your Step,Amelita,Columbia,2013,A typically great song from these guys.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
8:49 AM,Sarah Jarosz,Build Me Up From Bones,Build Me Up From Bones,Sugar Hill Records,2013,"Build me up from bones, wrap me up in skin, hold me close enough to breathe me in. Wow.",https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
8:52 AM,Al Anderson,Don't Want Your Love,Party Favors,Twin/Tone,1988,"It sounds like a demo, but a heck of a good one.",https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
9:00 AM,House of Brunettes,"Cold, Cold, Cold",Life In Stereo,RittLaboratories,2013,"Gee, what made me think of playing a song with this title?",https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
9:04 AM,The Ghastly Ones,Deadbeat,A-Haunting We Will Go,Geffen,1998,I didn't discover this record until very recently - can't even imagine what Geffen was doing putting it out in '98. Cool surf rock instrumentals.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
9:07 AM,The Drifters,Such a Night,Atlantic Rhythm & Blues 1947-1974 Vol. 2,Atlantic,1988,The Drifters when McPhatter was aboard made some of the greatest records of their time - never get tired of this stuff.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
9:10 AM,Ransom Note,Make It All Right,Big Soul,Tower Groove Records,2013,"I love the way these guys construct their songs - some rich chord changes, some lush piano harmonies, smooth as silk guitar parts, the rock solid rhythms, and those soulful vocals.",https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
9:13 AM,Tinariwen,Imidiwan Win Sahara,Tassili,Anti-,2011,"Desert music from Mali, absolutely riveting.",https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
9:19 AM,Os Mutantes,Fuga No. 11,Everything Is Possible: The Best of Os Mutantes,V2,1999,Stunning!,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
9:22 AM,Vinicius Cantuari,Agua Rasa,Vinicius,Transparent Music,2001,"Oh, Brazil, you enchant me with your music.",https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
9:26 AM,Simone,Comecar De Novo,The EMI Years,EMI,1997,"There should be one of those little squiggles under the second c in ""Comecar"" so you know to pronounce it all soft.",https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
9:31 AM,Andrew Bird,Ethio Invention No. 1,I Want to See Pulaski at Night,Wegawam,2013,Gorgeous and exhilarating instrumental from Mr. Bird.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
9:38 AM,Bill Frisell,No Moe,Have a Little Faith,Nonesuch,1993,"Quick take on a Sonny Rollins number, featuring Don Byron on clarinet.",https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
9:40 AM,Del McCoury,Lorena,Divided & United: The Songs of the Civil War,ATO,2013,A perfect song for Del to sing.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
9:45 AM,The Wilhelms,Church Street Blues,Film At 11,Perdition Records,2013,Great version of the Norman Blake song.,https://spinitron.com//KDHX/pl/5368371/Sound-Salvation
